departamento,cultivo,anio,periodo,area_sembrada,area_cosechada,produccion,rendimiento
cauca,habichuela,2020,A,118.0,115.0,782.5,6.804347826086956
cauca,habichuela,2020,B,120.5,100.0,693.85,6.9385
cauca,habichuela,2021,A,112.7,108.2,712.05,6.580868761552679
cauca,habichuela,2021,B,109.6,101.8,719.86,7.071316306483301
cauca,habichuela,2022,A,101.5,101.49,599.85,5.9104345255690225
cauca,habichuela,2022,B,92.0,77.9,584.0,7.496790757381257
cauca,habichuela,2023,A,101.6,107.85,843.18,7.818080667593881
cauca,habichuela,2023,B,87.6,85.4,709.5699999999999,8.308782201405151
cauca,habichuela,2024,A,101.0,94.85,656.6,6.922509225092251
cauca,habichuela,2024,B,90.8,81.2,579.7,7.139162561576355
cauca,hortalizas varias,2009,A,17.0,12.0,100.0,8.333333333333334
cauca,hortalizas varias,2009,B,14.0,4.0,24.0,6.0
cauca,hortalizas varias,2010,A,74.0,56.0,953.0,17.017857142857142
cauca,hortalizas varias,2010,B,89.0,76.0,1177.0,15.486842105263158
cauca,hortalizas varias,2011,A,6.0,4.0,3.0,0.75
cauca,hortalizas varias,2011,B,12.0,10.0,20.0,2.0
cauca,hortalizas varias,2012,A,9.0,7.0,6.0,0.8571428571428571
cauca,hortalizas varias,2012,B,14.0,11.0,13.0,1.1818181818181819
cauca,hortalizas varias,2013,A,46.0,42.0,133.0,3.1666666666666665
cauca,hortalizas varias,2013,B,54.0,41.0,129.0,3.1463414634146343
cauca,hortalizas varias,2014,A,18.0,15.0,17.0,1.1333333333333333
cauca,hortalizas varias,2014,B,35.0,31.0,43.0,1.3870967741935485
cauca,hortalizas varias,2015,A,21.0,20.0,68.0,3.4
cauca,hortalizas varias,2015,B,26.0,23.0,126.0,5.478260869565218
cauca,hortalizas varias,2016,A,55.0,51.0,146.0,2.8627450980392157
cauca,hortalizas varias,2016,B,92.0,67.0,257.0,3.8358208955223883
cauca,hortalizas varias,2017,A,66.0,55.0,420.0,7.636363636363637
cauca,hortalizas varias,2017,B,78.0,54.0,218.0,4.037037037037037
cauca,hortalizas varias,2018,A,86.0,86.0,574.0,6.674418604651163
cauca,jengibre,2014,A,1.0,1.0,3.0,3.0
cauca,jengibre,2024,A,5.0,0.0,0.0,0.0
cauca,lechuga,2006,B,2.0,2.0,12.0,6.0
cauca,lechuga,2007,A,2.0,2.0,11.0,5.5
cauca,lechuga,2007,B,9.0,9.0,38.0,4.222222222222222
cauca,lechuga,2008,A,13.0,13.0,57.0,4.384615384615385
cauca,lechuga,2008,B,4.0,2.0,9.0,4.5
cauca,lechuga,2009,A,3.0,3.0,11.0,3.6666666666666665
cauca,lechuga,2009,B,4.0,4.0,14.0,3.5
cauca,lechuga,2010,A,2.0,1.0,6.0,6.0
cauca,lechuga,2010,B,2.0,1.0,6.0,6.0
cauca,lechuga,2011,A,3.0,3.0,11.0,3.6666666666666665
cauca,lechuga,2011,B,3.0,3.0,11.0,3.6666666666666665
cauca,lechuga,2012,A,19.0,18.0,85.0,4.722222222222222
cauca,lechuga,2012,B,16.0,14.0,63.0,4.5
cauca,lechuga,2013,A,22.0,20.0,345.0,17.25
cauca,lechuga,2013,B,21.0,17.0,278.0,16.352941176470587
cauca,lechuga,2014,A,19.0,17.0,338.0,19.88235294117647
cauca,lechuga,2014,B,23.0,17.0,276.0,16.235294117647058
cauca,lechuga,2015,A,22.0,21.0,405.0,19.285714285714285
cauca,lechuga,2015,B,22.0,16.0,291.0,18.1875
cauca,lechuga,2016,A,20.0,17.0,309.0,18.176470588235293
cauca,lechuga,2016,B,25.0,22.0,393.0,17.863636363636363
cauca,lechuga,2017,A,31.0,25.0,558.0,22.32
cauca,lechuga,2017,B,18.0,17.0,311.0,18.294117647058822
cauca,lechuga,2018,A,31.0,31.0,941.0,30.35483870967742
cauca,lechuga,2019,A,33.0,32.0,437.0,13.65625
cauca,lechuga,2019,B,29.0,28.0,838.0,29.928571428571427
cauca,lechuga,2020,A,43.5,37.5,514.5,13.72
cauca,lechuga,2020,B,27.0,24.0,323.0,13.458333333333334
cauca,lechuga,2021,A,53.5,48.5,715.5,14.75257731958763
cauca,lechuga,2021,B,27.5,26.5,321.5,12.132075471698114
cauca,lechuga,2022,A,51.0,49.8,647.7,13.006024096385543
cauca,lechuga,2022,B,32.0,29.5,247.0,8.372881355932204
cauca,lechuga,2023,A,36.3,34.2,270.9,7.921052631578946
cauca,lechuga,2023,B,30.3,28.8,223.14,7.747916666666666
cauca,lechuga,2024,A,36.0,32.5,258.5,7.953846153846154
cauca,lechuga,2024,B,34.5,31.0,231.5,7.467741935483871
cauca,maiz,2006,B,4933.0,4728.0,8254.0,1.7457698815566836
cauca,maiz,2007,A,5077.0,4795.0,8326.0,1.7363920750782065
cauca,maiz,2007,B,4806.0,4331.0,8094.0,1.8688524590163935
cauca,maiz,2008,A,4403.0,3716.0,6782.0,1.82508073196986
cauca,maiz,2008,B,4039.0,3678.0,6958.0,1.89178901576944
cauca,maiz,2009,A,4440.0,3825.0,5918.0,1.5471895424836601
cauca,maiz,2009,B,3815.0,3348.0,5806.0,1.7341696535244921
cauca,maiz,2010,A,4237.0,3501.0,5841.0,1.6683804627249357
cauca,maiz,2010,B,3740.0,3291.0,5659.0,1.7195381343056821
cauca,maiz,2011,A,5662.0,3469.0,5899.0,1.7004900547708273
cauca,maiz,2011,B,3773.0,2052.0,4751.0,2.3153021442495128
cauca,maiz,2012,A,6687.0,6015.0,11374.0,1.89093931837074
cauca,maiz,2012,B,4952.0,4239.0,8221.0,1.9393724935126209
cauca,maiz,2013,A,6868.0,6323.0,10747.0,1.6996678791712794
cauca,maiz,2013,B,5087.0,4726.0,8225.0,1.7403724079559881
cauca,maiz,2014,A,2477.0,2215.0,3441.0,1.5534988713318285
cauca,maiz,2014,B,4010.0,3713.0,8106.0,2.1831403178023163
cauca,maiz,2015,A,4612.0,4102.0,8333.0,2.03144807411019
cauca,maiz,2015,B,3440.0,3237.0,6940.0,2.143960457213469
cauca,maiz,2016,A,7624.0,6636.0,10823.0,1.630952380952381
cauca,maiz,2016,B,5013.0,4683.0,9364.0,1.9995729233397395
cauca,maiz,2017,A,7050.0,6663.0,11046.0,1.6578117964880685
cauca,maiz,2017,B,5640.0,5399.0,9604.0,1.7788479348027413
cauca,maiz,2018,A,6908.0,6908.0,11411.0,1.6518529241459177
cauca,maiz,2019,A,5601.0,5072.0,13334.05,2.628953075709779
cauca,maiz,2019,B,4115.0,4017.0,12526.8,3.1184466019417476
cauca,maiz,2020,A,8850.5,8639.0,22902.32,2.651038314619748
cauca,maiz,2020,B,3993.5,3929.5,13188.5,3.356279424863214
cauca,maiz,2021,A,8688.49,6161.79,12507.23,2.029804650921242
cauca,maiz,2021,B,3937.61,3805.32,11107.49,2.918937172169489
cauca,maiz,2022,A,8431.1,5593.79,11022.58,1.9705030042243272
cauca,maiz,2022,B,5414.7,6185.2,14583.84,2.357860699734851
cauca,maiz,2023,A,6457.6,5112.8,8091.57,1.5826103113753716
cauca,maiz,2023,B,4002.3,4470.5,10803.86,2.4167005927748577
cauca,maiz,2024,A,5778.9,2889.3,5322.71,1.8422143771847852
cauca,maiz,2024,B,5786.5,5335.4,9966.15,1.8679293023953218
cauca,"malanga, achin, yota, papa china, bore",2019,A,696.0,675.0,3269.0,4.842962962962963
cauca,"malanga, achin, yota, papa china, bore",2019,B,712.0,662.8,3578.2,5.398611949305975
cauca,"malanga, achin, yota, papa china, bore",2020,A,685.0,636.0,2086.0,3.279874213836478
cauca,"malanga, achin, yota, papa china, bore",2020,B,579.0,556.0,1886.0,3.3920863309352516
cauca,"malanga, achin, yota, papa china, bore",2021,A,685.0,675.0,2312.0,3.4251851851851853
cauca,"malanga, achin, yota, papa china, bore",2021,B,583.0,575.0,2000.0,3.4782608695652173
cauca,"malanga, achin, yota, papa china, bore",2022,A,700.0,940.0,3175.0,3.377659574468085
cauca,"malanga, achin, yota, papa china, bore",2022,B,593.0,223.0,723.6,3.2448430493273546
cauca,"malanga, achin, yota, papa china, bore",2023,A,704.0,490.0,1606.0,3.2775510204081635
cauca,"malanga, achin, yota, papa china, bore",2023,B,597.0,689.0,2447.0,3.551523947750363
cauca,"malanga, achin, yota, papa china, bore",2024,A,704.0,458.0,1572.7,3.4338427947598253
cauca,"malanga, achin, yota, papa china, bore",2024,B,599.0,584.0,2279.0,3.9023972602739727
cauca,mani,2006,B,148.0,147.0,120.0,0.8163265306122449
cauca,mani,2007,A,133.0,133.0,109.0,0.8195488721804511
cauca,mani,2007,B,154.0,154.0,156.0,1.0129870129870129
cauca,mani,2008,A,85.0,55.0,49.0,0.8909090909090909
cauca,mani,2008,B,141.0,125.0,121.0,0.968
cauca,mani,2009,A,206.0,105.0,62.0,0.5904761904761905
cauca,mani,2009,B,212.0,150.0,144.0,0.96
cauca,mani,2010,A,217.0,167.0,169.0,1.0119760479041917
cauca,mani,2010,B,268.0,238.0,231.0,0.9705882352941176
cauca,mani,2011,A,217.0,35.0,38.0,1.0857142857142856
cauca,mani,2011,B,271.0,64.0,69.0,1.078125
cauca,mani,2012,A,416.0,335.0,496.5,1.482089552238806
cauca,mani,2012,B,498.0,484.0,261.0,0.5392561983471075
cauca,mani,2013,A,301.0,295.0,316.0,1.071186440677966
cauca,mani,2013,B,277.0,268.0,196.0,0.7313432835820896
cauca,mani,2014,A,378.0,378.0,418.0,1.1058201058201058
cauca,mani,2014,B,201.0,199.0,206.0,1.035175879396985
cauca,mani,2015,A,550.0,531.0,596.0,1.1224105461393596
cauca,mani,2015,B,97.0,90.0,98.0,1.0888888888888888
cauca,mani,2016,A,564.0,457.0,911.0,1.9934354485776806
cauca,mani,2016,B,100.0,95.0,103.0,1.0842105263157895
cauca,mani,2017,A,646.0,633.0,1293.0,2.042654028436019
cauca,mani,2017,B,680.0,676.0,1364.0,2.0177514792899407
cauca,mani,2018,A,716.0,716.0,1476.0,2.0614525139664805
cauca,mani,2019,A,161.0,160.0,219.0,1.36875
cauca,mani,2019,B,212.0,212.0,283.0,1.3349056603773586
cauca,mani,2020,A,210.0,210.0,290.0,1.380952380952381
cauca,mani,2020,B,237.0,237.0,313.0,1.3206751054852321
cauca,mani,2021,A,232.0,219.0,705.2,3.2200913242009133
cauca,mani,2021,B,295.0,271.0,826.15,3.0485239852398522
cauca,mani,2022,A,232.0,296.0,320.5,1.0827702702702702
cauca,mani,2022,B,330.0,234.8,326.24,1.3894378194207837
cauca,mani,2023,A,233.0,552.0,740.0,1.3405797101449275
cauca,mani,2023,B,360.5,8.0,36.0,4.5
cauca,mani,2024,A,212.0,511.0,687.5,1.3454011741682974
cauca,mani,2024,B,291.0,59.0,91.0,1.5423728813559323
cauca,melon,2006,B,5.0,5.0,75.0,15.0
cauca,melon,2007,A,6.0,5.0,80.0,16.0
cauca,melon,2007,B,8.0,7.0,84.0,12.0
cauca,melon,2008,A,9.0,8.0,88.0,11.0
cauca,melon,2008,B,11.0,10.0,92.0,9.2
cauca,melon,2009,A,12.0,8.0,96.0,12.0
cauca,melon,2009,B,4.0,4.0,42.0,10.5
cauca,melon,2010,A,15.0,10.0,100.0,10.0
cauca,melon,2010,B,6.0,5.0,59.0,11.8
cauca,melon,2011,A,15.0,7.0,68.0,9.714285714285714
cauca,melon,2011,B,13.0,13.0,130.0,10.0
cauca,melon,2012,A,13.0,10.0,238.0,23.8
cauca,melon,2012,B,20.0,14.0,270.0,19.285714285714285
cauca,melon,2013,A,10.0,9.0,188.0,20.88888888888889
cauca,melon,2013,B,20.0,20.0,396.0,19.8
cauca,melon,2014,A,10.0,9.0,225.0,25.0
cauca,melon,2014,B,10.0,8.0,200.0,25.0
cauca,melon,2015,A,10.0,9.0,225.0,25.0
cauca,melon,2015,B,10.0,10.0,250.0,25.0
cauca,melon,2016,A,11.0,10.0,200.0,20.0
cauca,melon,2016,B,11.0,11.0,220.0,20.0
cauca,melon,2017,A,39.0,33.0,575.0,17.424242424242426
cauca,melon,2017,B,44.0,38.0,650.0,17.105263157894736
cauca,melon,2018,A,59.0,59.0,975.0,16.52542372881356
cauca,melon,2019,A,36.0,36.0,240.0,6.666666666666667
cauca,melon,2019,B,36.0,36.0,240.0,6.666666666666667
cauca,melon,2020,A,43.0,43.0,194.0,4.511627906976744
cauca,melon,2020,B,43.0,43.0,194.0,4.511627906976744
cauca,melon,2021,A,46.0,44.0,642.6,14.604545454545455
cauca,melon,2021,B,36.0,34.0,561.6,16.51764705882353
cauca,melon,2022,A,56.0,56.0,746.0,13.321428571428571
cauca,melon,2022,B,44.0,44.0,590.0,13.409090909090908
cauca,melon,2023,A,45.0,45.0,600.0,13.333333333333334
cauca,melon,2023,B,41.0,41.0,533.5,13.012195121951219
cauca,melon,2024,A,35.0,35.0,460.0,13.142857142857142
cauca,melon,2024,B,33.0,8.0,128.0,16.0
cauca,otras hortalizas,2019,A,144.25,135.4,729.37,5.386779911373707
cauca,otras hortalizas,2019,B,141.1,129.5,805.85,6.222779922779923
cauca,otras hortalizas,2020,A,128.6,116.1,405.1,3.489233419465978
cauca,otras hortalizas,2020,B,127.94,96.0,431.0,4.489583333333333
cauca,otras hortalizas,2021,A,122.66,115.7,340.73,2.944943820224719
cauca,otras hortalizas,2021,B,116.78,107.9,478.6,4.4355885078776645
cauca,otras hortalizas,2022,A,100.3,93.7,428.3,4.570971184631803
cauca,otras hortalizas,2022,B,87.5,81.1,370.25,4.565351418002466
cauca,otras hortalizas,2023,A,91.3,87.3,372.0,4.261168384879725
cauca,otras hortalizas,2023,B,82.3,81.8,382.55,4.6766503667481665
cauca,otras hortalizas,2024,A,99.5,91.1,420.5,4.615806805708013
cauca,otras hortalizas,2024,B,80.3,72.8,395.1,5.427197802197803
cauca,papa,2006,B,1631.0,1542.0,26625.0,17.266536964980546
cauca,papa,2007,A,1844.0,1705.0,28096.0,16.47859237536657
cauca,papa,2007,B,1699.0,1615.0,27570.0,17.071207430340557
cauca,papa,2008,A,1983.0,1826.0,32344.0,17.713033953997808
cauca,papa,2008,B,1221.0,1079.0,18036.0,16.715477293790546
cauca,papa,2009,A,2355.0,2145.0,33087.0,15.425174825174825
cauca,papa,2009,B,1060.0,974.0,16969.0,17.421971252566735
cauca,papa,2010,A,1858.0,1815.0,31275.0,17.231404958677686
cauca,papa,2010,B,1135.0,1079.0,17833.0,16.527340129749767
cauca,papa,2011,A,1298.0,1139.0,16651.0,14.618964003511852
cauca,papa,2011,B,1152.0,692.0,10934.0,15.800578034682081
cauca,papa,2012,A,2321.0,2216.0,31449.0,14.191787003610107
cauca,papa,2012,B,1904.0,1616.0,24565.0,15.201113861386139
cauca,papa,2013,A,1988.0,1733.0,31138.0,17.967686093479514
cauca,papa,2013,B,1965.0,1491.0,27494.0,18.439973172367537
cauca,papa,2014,A,1800.0,1607.0,29125.0,18.12383322962041
cauca,papa,2014,B,1920.0,1591.0,28477.0,17.89880578252671
cauca,papa,2015,A,1935.0,1713.0,35012.0,20.438995913601868
cauca,papa,2015,B,1171.0,1141.0,22827.0,20.006134969325153
cauca,papa,2016,A,2868.0,2545.0,45510.0,17.88212180746562
cauca,papa,2016,B,2328.0,1963.0,29633.0,15.095771777890983
cauca,papa,2017,A,3207.0,2913.0,52565.0,18.04497082046001
cauca,papa,2017,B,3265.0,2937.0,62934.0,21.427987742594485
cauca,papa,2018,A,2777.0,2777.0,64541.0,23.241267554915375
cauca,papa,2019,A,2911.5,2730.95,63640.0,23.303246123143964
cauca,papa,2019,B,2605.7,2248.0,50278.0,22.365658362989326
cauca,papa,2020,A,3546.8,2776.0,61957.0,22.318804034582133
cauca,papa,2020,B,2529.42,2036.3,37774.92,18.550763639935177
cauca,papa,2021,A,3302.5,3086.08,69862.94,22.638084560348403
cauca,papa,2021,B,2548.81,2387.5,51886.25,21.732460732984293
cauca,papa,2022,A,2588.0,2579.35,56200.75,21.788725841781844
cauca,papa,2022,B,2559.2,2263.55,46921.95,20.729363168474297
cauca,papa,2023,A,2421.0,2179.3,47437.2,21.767172945441192
cauca,papa,2023,B,2585.2,2397.2,49285.5,20.55961121308193
cauca,papa,2024,A,2556.6,2395.3,53192.39,22.206984511334696
cauca,papa,2024,B,2887.1,2419.4,48998.9,20.252500619988428
cauca,patilla,2006,B,41.0,41.0,596.0,14.536585365853659
cauca,patilla,2007,A,34.0,34.0,501.0,14.735294117647058
cauca,patilla,2007,B,32.0,30.0,366.0,12.2
cauca,patilla,2008,A,27.0,20.0,201.0,10.05
cauca,patilla,2008,B,31.0,21.0,225.0,10.714285714285714
cauca,patilla,2009,A,27.0,22.0,225.0,10.227272727272727
cauca,patilla,2009,B,17.0,15.0,144.0,9.6
cauca,patilla,2010,A,25.0,20.0,199.0,9.95
cauca,patilla,2010,B,21.0,17.0,180.0,10.588235294117647
cauca,patilla,2011,A,32.0,9.0,82.0,9.11111111111111
cauca,patilla,2011,B,37.0,3.0,28.0,9.333333333333334
cauca,patilla,2012,A,56.0,48.0,405.0,8.4375
cauca,patilla,2012,B,46.0,36.0,285.0,7.916666666666667
cauca,patilla,2013,A,36.0,36.0,235.0,6.527777777777778
cauca,patilla,2013,B,45.0,45.0,375.0,8.333333333333334
cauca,patilla,2014,A,21.0,20.0,248.0,12.4
cauca,patilla,2014,B,19.0,19.0,212.0,11.157894736842104
cauca,patilla,2015,A,41.0,14.0,199.0,14.214285714285714
cauca,patilla,2015,B,23.0,23.0,320.0,13.91304347826087
cauca,patilla,2016,A,46.0,41.0,202.0,4.926829268292683
cauca,patilla,2016,B,25.0,25.0,258.0,10.32
cauca,patilla,2017,A,57.0,53.0,312.0,5.886792452830188
cauca,patilla,2017,B,61.0,15.0,241.0,16.066666666666666
cauca,patilla,2018,A,84.0,84.0,415.0,4.940476190476191
cauca,patilla,2019,A,73.0,73.0,551.0,7.5479452054794525
cauca,patilla,2019,B,71.0,71.0,515.0,7.253521126760563
cauca,patilla,2020,A,77.0,77.0,639.0,8.2987012987013
cauca,patilla,2020,B,75.0,75.0,615.0,8.2
cauca,patilla,2021,A,87.0,81.0,1383.5,17.080246913580247
cauca,patilla,2021,B,93.0,84.0,1545.4,18.39761904761905
cauca,patilla,2022,A,97.0,97.0,1510.0,15.56701030927835
cauca,patilla,2022,B,103.0,103.0,1592.0,15.45631067961165
cauca,patilla,2023,A,91.0,91.0,1393.0,15.307692307692308
cauca,patilla,2023,B,125.0,125.0,1800.0,14.4
cauca,patilla,2024,A,121.0,121.0,1963.0,16.223140495867767
cauca,patilla,2024,B,120.0,30.0,600.0,20.0
cauca,pepino cohombro,2006,B,4.0,4.0,49.0,12.25
cauca,pepino cohombro,2007,A,4.0,4.0,47.0,11.75
cauca,pepino cohombro,2007,B,1.0,1.0,11.0,11.0
cauca,pepino cohombro,2008,B,1.0,1.0,12.0,12.0
cauca,pepino cohombro,2009,B,3.0,3.0,48.0,16.0
cauca,pepino cohombro,2010,A,9.0,9.0,272.0,30.22222222222222
cauca,pepino cohombro,2010,B,2.0,2.0,6.0,3.0
cauca,pepino cohombro,2011,A,39.0,37.0,556.0,15.027027027027026
cauca,pepino cohombro,2011,B,21.0,21.0,310.0,14.761904761904763
cauca,pepino cohombro,2012,A,40.0,29.0,284.0,9.793103448275861
cauca,pepino cohombro,2012,B,46.0,44.0,384.0,8.727272727272727
cauca,pepino cohombro,2013,A,28.0,22.0,258.0,11.727272727272727
cauca,pepino cohombro,2013,B,29.0,27.0,314.0,11.62962962962963
cauca,pepino cohombro,2014,A,18.0,17.0,252.0,14.823529411764707
cauca,pepino cohombro,2014,B,17.0,17.0,249.0,14.647058823529411
cauca,pepino cohombro,2015,A,16.0,15.0,228.0,15.2
cauca,pepino cohombro,2015,B,16.0,16.0,233.0,14.5625
cauca,pepino cohombro,2016,A,12.0,12.0,158.0,13.166666666666666
cauca,pepino cohombro,2016,B,12.0,12.0,157.0,13.083333333333334
cauca,pepino cohombro,2017,A,13.0,13.0,161.0,12.384615384615385
cauca,pepino cohombro,2017,B,12.0,10.0,132.0,13.2
cauca,pepino cohombro,2018,A,21.0,21.0,254.0,12.095238095238095
cauca,pepino cohombro,2019,A,9.0,8.0,56.0,7.0
cauca,pepino cohombro,2019,B,9.0,8.0,56.0,7.0
cauca,pepino cohombro,2020,A,10.5,10.5,71.25,6.785714285714286
cauca,pepino cohombro,2020,B,9.5,8.5,57.35,6.747058823529412
cauca,pepino cohombro,2021,A,4.0,3.5,34.0,9.714285714285714
cauca,pepino cohombro,2021,B,3.0,2.5,20.05,8.02
cauca,pepino cohombro,2022,A,3.0,2.9,23.25,8.017241379310345
cauca,pepino cohombro,2022,B,3.0,2.9,23.25,8.017241379310345
cauca,pepino cohombro,2023,A,2.0,2.0,18.5,9.25
cauca,pepino cohombro,2023,B,3.0,3.0,24.5,8.166666666666666
cauca,pepino cohombro,2024,A,2.0,2.0,32.0,16.0
cauca,pepino cohombro,2024,B,5.0,4.9,64.75,13.214285714285714
cauca,perejil,2012,A,40.0,40.0,24.0,0.6
cauca,perejil,2012,B,40.0,40.0,24.0,0.6
cauca,perejil,2013,A,40.0,40.0,24.0,0.6
cauca,perejil,2013,B,40.0,40.0,24.0,0.6
cauca,perejil,2021,A,4.0,4.0,4.0,1.0
cauca,pimenton,2006,B,2.0,1.0,5.0,5.0
cauca,pimenton,2007,B,11.0,9.0,179.0,19.88888888888889
cauca,pimenton,2008,A,2.0,1.0,16.0,16.0
cauca,pimenton,2008,B,2.0,2.0,20.0,10.0
cauca,pimenton,2009,A,4.0,4.0,51.0,12.75
cauca,pimenton,2009,B,3.0,2.0,25.0,12.5
cauca,pimenton,2010,A,13.0,13.0,412.0,31.692307692307693
cauca,pimenton,2010,B,7.0,7.0,40.0,5.714285714285714
cauca,pimenton,2011,A,6.0,5.0,24.0,4.8
cauca,pimenton,2011,B,6.0,5.0,24.0,4.8
cauca,pimenton,2012,A,20.0,15.0,525.0,35.0
cauca,pimenton,2012,B,25.0,24.0,840.0,35.0
cauca,pimenton,2013,A,31.0,21.0,701.0,33.38095238095238
cauca,pimenton,2013,B,32.0,27.0,880.0,32.592592592592595
cauca,pimenton,2014,A,3.0,3.0,4.0,1.3333333333333333
cauca,pimenton,2014,B,22.0,17.0,530.0,31.176470588235293
cauca,pimenton,2015,A,13.0,10.0,283.0,28.3
cauca,pimenton,2015,B,17.0,17.0,530.0,31.176470588235293
cauca,pimenton,2016,A,17.0,11.0,286.0,26.0
cauca,pimenton,2016,B,19.0,14.0,359.0,25.642857142857142
cauca,pimenton,2017,A,18.0,12.0,289.0,24.083333333333332
cauca,pimenton,2017,B,19.0,13.133333333333333,293.0,22.309644670050762
cauca,pimenton,2018,A,22.0,22.0,512.0,23.272727272727273
cauca,pimenton,2019,A,20.0,20.0,161.0,8.05
cauca,pimenton,2019,B,15.0,15.0,113.0,7.533333333333333
cauca,pimenton,2020,A,13.5,13.5,134.0,9.925925925925926
cauca,pimenton,2020,B,14.0,12.0,136.4,11.366666666666667
cauca,pimenton,2021,A,11.5,11.5,142.0,12.347826086956522
cauca,pimenton,2021,B,12.0,11.5,143.0,12.434782608695652
cauca,pimenton,2022,A,9.5,9.5,122.0,12.842105263157896
cauca,pimenton,2022,B,10.5,10.5,137.0,13.047619047619047
cauca,pimenton,2023,A,10.0,10.0,126.0,12.6
cauca,pimenton,2023,B,9.5,8.5,118.0,13.882352941176471
cauca,pimenton,2024,A,9.8,9.8,118.7,12.112244897959183
cauca,pimenton,2024,B,9.5,7.5,96.0,12.8
cauca,plantas aromaticas,2007,A,45.0,40.0,60.0,1.5
cauca,plantas aromaticas,2008,A,13.0,9.0,14.0,1.5555555555555556
cauca,plantas aromaticas,2009,A,16.0,11.0,17.0,1.5454545454545454
cauca,plantas aromaticas,2010,A,40.0,40.0,60.0,1.5
cauca,plantas aromaticas,2013,A,42.0,42.0,83.0,1.9761904761904763
cauca,plantas aromaticas,2013,B,41.0,41.0,81.0,1.975609756097561
cauca,plantas aromaticas,2014,A,25.0,25.0,80.0,3.2
cauca,plantas aromaticas,2014,B,15.0,10.0,20.0,2.0
cauca,plantas aromaticas,2015,A,25.0,25.0,80.0,3.2
cauca,plantas aromaticas,2015,B,12.0,12.0,24.0,2.0
cauca,plantas aromaticas,2016,A,34.0,33.0,92.4,2.8000000000000003
cauca,plantas aromaticas,2016,B,22.0,21.0,27.0,1.2857142857142858
cauca,plantas aromaticas,2017,A,35.0,33.0,93.0,2.8181818181818183
cauca,plantas aromaticas,2017,B,21.0,21.0,59.0,2.8095238095238093
cauca,plantas aromaticas,2018,A,23.0,23.0,58.0,2.5217391304347827
cauca,plantas aromaticas,2019,A,31.4,31.18,86.18,2.7639512508017963
cauca,plantas aromaticas,2019,B,23.85,23.6,63.2,2.6779661016949152
cauca,plantas aromaticas,2020,A,25.48,20.5,59.5,2.902439024390244
cauca,plantas aromaticas,2020,B,23.48,22.0,62.6,2.8454545454545457
cauca,plantas aromaticas,2024,A,10.0,10.0,20.0,2.0
cauca,puerro,2017,B,1.0,0.2,1.0,5.0
cauca,quinua,2006,B,25.0,23.0,14.0,0.6086956521739131
cauca,quinua,2007,A,26.0,22.0,14.0,0.6363636363636364
cauca,quinua,2007,B,15.0,15.0,14.0,0.9333333333333333
cauca,quinua,2008,A,14.0,11.0,6.0,0.5454545454545454
cauca,quinua,2008,B,18.0,13.0,10.0,0.7692307692307693
cauca,quinua,2009,A,31.0,26.0,11.0,0.4230769230769231
cauca,quinua,2009,B,25.0,25.0,10.0,0.4
cauca,quinua,2010,A,27.0,24.0,11.0,0.4583333333333333
cauca,quinua,2010,B,19.0,19.0,8.0,0.42105263157894735
cauca,quinua,2011,A,17.0,16.0,7.0,0.4375
cauca,quinua,2011,B,16.0,16.0,12.0,0.75
cauca,quinua,2012,A,56.0,54.0,60.0,1.1111111111111112
cauca,quinua,2012,B,52.0,50.0,136.0,2.72
cauca,quinua,2013,A,73.0,69.0,78.0,1.1304347826086956
cauca,quinua,2013,B,71.0,68.0,98.0,1.4411764705882353
cauca,quinua,2014,A,95.0,89.0,99.0,1.1123595505617978
cauca,quinua,2014,B,133.0,130.0,177.0,1.3615384615384616
cauca,quinua,2015,A,382.0,349.0,481.0,1.3782234957020056
cauca,quinua,2015,B,421.0,416.0,545.0,1.3100961538461537
cauca,quinua,2016,A,278.0,262.0,358.0,1.366412213740458
cauca,quinua,2016,B,253.0,249.0,349.0,1.4016064257028114
cauca,quinua,2017,A,284.0,269.0,370.0,1.3754646840148699
cauca,quinua,2017,B,337.0,330.0,687.0,2.081818181818182
cauca,quinua,2018,A,560.0,560.0,721.0,1.2875
cauca,quinua,2019,A,215.0,214.0,257.4,1.202803738317757
cauca,quinua,2019,B,24.0,24.0,68.56,2.856666666666667
cauca,quinua,2020,A,216.0,214.0,226.25,1.0572429906542056
cauca,quinua,2020,B,16.0,13.5,23.2,1.7185185185185186
cauca,quinua,2021,A,192.0,190.0,199.84,1.0517894736842106
cauca,quinua,2021,B,16.0,16.0,27.56,1.7225
cauca,quinua,2022,A,191.0,18.0,29.84,1.6577777777777778
cauca,quinua,2022,B,188.0,187.8,197.8,1.053248136315229
cauca,quinua,2023,A,191.0,16.0,25.84,1.615
cauca,quinua,2023,B,186.0,187.0,232.45,1.2430481283422459
cauca,quinua,2024,A,197.0,9.0,15.84,1.76
cauca,quinua,2024,B,206.0,207.0,239.1,1.155072463768116
cauca,remolacha,2013,A,1.0,1.0,10.0,10.0
cauca,remolacha,2013,B,1.0,1.0,10.0,10.0
cauca,remolacha,2014,B,1.0,1.0,8.0,8.0
cauca,remolacha,2015,B,68.0,61.0,610.0,10.0
cauca,remolacha,2016,B,68.0,63.0,256.0,4.063492063492063
cauca,remolacha,2017,B,1.0,1.0,1.0,1.0
cauca,repollo,2007,B,3.0,3.0,5.0,1.6666666666666667
