departamento,cultivo,anio,periodo,area_sembrada,area_cosechada,produccion,rendimiento,ciclo_cultivo
narino,ulluco,2022,2022A,4.0,2.0,8.0,4.0,transitorio
narino,ulluco,2022,2022B,2.0,4.0,8.0,2.0,transitorio
narino,ulluco,2023,2023A,8.0,2.0,30.0,15.0,transitorio
narino,ulluco,2023,2023B,2.0,8.0,104.0,13.0,transitorio
narino,ulluco,2024,2024A,5.0,0.0,0.0,0.0,transitorio
narino,ulluco,2024,2024B,2.0,0.0,0.0,0.0,transitorio
narino,yuca,2019,2019A,5.0,5.0,30.0,6.0,transitorio
narino,yuca,2020,2020B,2.0,2.0,6.0,3.0,transitorio
narino,zanahoria,2019,2019A,30.0,30.0,750.0,25.0,transitorio
narino,zanahoria,2019,2019B,30.0,30.0,750.0,25.0,transitorio
narino,zanahoria,2020,2020A,35.0,35.0,875.0,25.0,transitorio
narino,zanahoria,2020,2020B,40.0,40.0,800.0,20.0,transitorio
narino,zanahoria,2021,2021A,18.0,18.0,450.0,25.0,transitorio
narino,zanahoria,2021,2021B,40.0,40.0,800.0,20.0,transitorio
narino,zanahoria,2022,2022A,55.0,55.0,1100.0,20.0,transitorio
narino,zanahoria,2022,2022B,70.0,70.0,1750.0,25.0,transitorio
narino,zanahoria,2023,2023A,50.0,50.0,1000.0,20.0,transitorio
narino,zanahoria,2023,2023B,40.0,40.0,720.0,18.0,transitorio
narino,zanahoria,2024,2024A,60.0,60.0,1200.0,20.0,transitorio
narino,zanahoria,2024,2024B,50.0,20.0,360.0,18.0,transitorio
narino,acelga,2020,2020A,2.0,2.0,21.0,10.5,transitorio
narino,acelga,2020,2020B,2.0,2.0,20.0,10.0,transitorio
narino,acelga,2021,2021A,2.0,2.0,25.0,12.5,transitorio
narino,acelga,2021,2021B,2.0,2.0,30.0,15.0,transitorio
narino,acelga,2022,2022A,2.0,2.0,24.0,12.0,transitorio
narino,acelga,2022,2022B,2.0,2.0,24.0,12.0,transitorio
narino,acelga,2023,2023A,2.2,2.2,26.4,12.0,transitorio
narino,acelga,2023,2023B,2.5,2.5,30.0,12.0,transitorio
narino,acelga,2024,2024A,1.5,1.4,16.8,12.0,transitorio
narino,acelga,2024,2024B,1.5,1.5,15.0,10.0,transitorio
narino,ajo,2022,2022B,7.0,7.0,17.5,2.5,transitorio
narino,ajo,2023,2023B,6.0,0.0,0.0,0.0,transitorio
narino,ajo,2024,2024B,4.0,0.0,0.0,0.0,transitorio
narino,apio,2020,2020A,3.0,3.0,35.0,11.67,transitorio
narino,apio,2020,2020B,2.0,2.0,38.0,19.0,transitorio
narino,apio,2021,2021A,2.0,2.0,32.0,16.0,transitorio
narino,apio,2021,2021B,2.0,2.0,32.0,16.0,transitorio
narino,apio,2022,2022A,0.3,0.3,4.8,16.0,transitorio
narino,apio,2022,2022B,0.5,0.5,8.0,16.0,transitorio
narino,apio,2023,2023A,0.33,0.33,5.28,16.0,transitorio
narino,apio,2023,2023B,0.6,0.6,9.6,16.0,transitorio
narino,apio,2024,2024A,0.3,0.3,4.8,16.0,transitorio
narino,apio,2024,2024B,0.4,0.38,5.32,14.0,transitorio
narino,arveja,2019,2019A,390.0,370.0,1210.28,3.27,transitorio
narino,arveja,2019,2019B,250.0,250.0,700.93,2.8,transitorio
narino,arveja,2020,2020A,370.0,350.0,1144.86,3.27,transitorio
narino,arveja,2020,2020B,250.0,230.0,752.34,3.27,transitorio
narino,arveja,2021,2021A,385.0,375.0,1425.0,3.8,transitorio
narino,arveja,2021,2021B,253.0,252.0,957.6,3.8,transitorio
narino,arveja,2022,2022A,250.0,245.0,931.0,3.8,transitorio
narino,arveja,2022,2022B,270.0,265.0,1007.0,3.8,transitorio
narino,arveja,2023,2023A,250.0,250.0,467.29,1.87,transitorio
narino,arveja,2023,2023B,300.0,300.0,420.56,1.4,transitorio
narino,arveja,2024,2024A,220.0,180.0,336.45,1.87,transitorio
narino,arveja,2024,2024B,300.0,270.0,378.5,1.4,transitorio
narino,brocoli,2020,2020A,3.0,3.0,51.0,17.0,transitorio
narino,brocoli,2020,2020B,3.0,3.0,51.0,17.0,transitorio
narino,brocoli,2021,2021A,3.0,2.5,37.5,15.0,transitorio
narino,brocoli,2021,2021B,3.0,3.0,45.0,15.0,transitorio
narino,brocoli,2022,2022A,1.0,0.8,12.0,15.0,transitorio
narino,brocoli,2022,2022B,1.5,1.5,22.5,15.0,transitorio
narino,brocoli,2023,2023A,1.1,1.1,16.5,15.0,transitorio
narino,brocoli,2023,2023B,1.5,1.5,15.0,10.0,transitorio
narino,brocoli,2024,2024A,1.0,1.0,15.0,15.0,transitorio
narino,brocoli,2024,2024B,0.9,0.9,9.0,10.0,transitorio
narino,"calabacin, calabaza",2020,2020A,0.5,0.5,31.0,62.0,transitorio
narino,"calabacin, calabaza",2020,2020B,1.0,1.0,28.0,28.0,transitorio
narino,"calabacin, calabaza",2021,2021A,1.0,1.0,68.0,68.0,transitorio
narino,"calabacin, calabaza",2021,2021B,2.0,2.0,60.0,30.0,transitorio
narino,"calabacin, calabaza",2022,2022A,0.5,0.5,15.0,30.0,transitorio
narino,"calabacin, calabaza",2022,2022B,0.5,0.5,15.0,30.0,transitorio
narino,"calabacin, calabaza",2023,2023A,0.4,0.4,12.0,30.0,transitorio
narino,"calabacin, calabaza",2023,2023B,0.4,0.4,12.0,30.0,transitorio
narino,"calabacin, calabaza",2024,2024A,0.5,0.5,15.0,30.0,transitorio
narino,"calabacin, calabaza",2024,2024B,0.4,0.4,6.4,16.0,transitorio
narino,cebolla de rama,2020,2020A,1.0,1.0,15.0,15.0,transitorio
narino,cebolla de rama,2020,2020B,1.0,1.0,15.0,15.0,transitorio
narino,cebolla de rama,2021,2021A,1.0,1.0,13.0,13.0,transitorio
narino,cebolla de rama,2021,2021B,1.5,1.5,19.5,13.0,transitorio
narino,cebolla de rama,2022,2022A,0.5,0.5,6.5,13.0,transitorio
narino,cebolla de rama,2022,2022B,1.0,1.0,13.0,13.0,transitorio
narino,cebolla de rama,2023,2023A,0.5,0.5,6.5,13.0,transitorio
narino,cebolla de rama,2023,2023B,1.0,1.0,13.0,13.0,transitorio
narino,cebolla de rama,2024,2024A,1.0,1.0,13.0,13.0,transitorio
narino,cebolla de rama,2024,2024B,1.0,1.0,12.0,12.0,transitorio
narino,cilantro,2020,2020A,2.0,1.0,5.0,5.0,transitorio
narino,cilantro,2020,2020B,1.0,1.0,7.0,7.0,transitorio
narino,cilantro,2021,2021A,2.0,1.5,6.0,4.0,transitorio
narino,cilantro,2021,2021B,1.5,1.5,6.0,4.0,transitorio
narino,cilantro,2022,2022A,1.5,1.5,6.0,4.0,transitorio
narino,cilantro,2022,2022B,2.0,2.0,8.0,4.0,transitorio
narino,cilantro,2023,2023A,1.7,1.7,6.8,4.0,transitorio
narino,cilantro,2023,2023B,2.5,2.5,10.0,4.0,transitorio
narino,cilantro,2024,2024A,1.5,1.5,6.0,4.0,transitorio
narino,cilantro,2024,2024B,1.5,1.5,4.5,3.0,transitorio
narino,coliflor,2020,2020B,1.5,1.5,19.0,12.67,transitorio
narino,coliflor,2021,2021B,2.0,2.0,24.0,12.0,transitorio
narino,coliflor,2022,2022B,1.0,1.0,12.0,12.0,transitorio
narino,coliflor,2023,2023B,1.2,1.2,14.4,12.0,transitorio
narino,coliflor,2024,2024B,0.8,0.0,0.0,0.0,transitorio
narino,espinaca,2020,2020A,1.0,1.0,25.0,25.0,transitorio
narino,espinaca,2021,2021A,2.0,2.0,47.0,23.5,transitorio
narino,espinaca,2022,2022A,1.5,1.5,34.5,23.0,transitorio
narino,espinaca,2023,2023A,1.6,1.6,36.8,23.0,transitorio
narino,espinaca,2024,2024A,1.3,1.3,29.9,23.0,transitorio
narino,haba,2019,2019A,7.0,7.0,15.49,2.21,transitorio
narino,haba,2019,2019B,6.0,6.0,13.27,2.21,transitorio
narino,haba,2020,2020A,7.0,7.0,15.49,2.21,transitorio
narino,haba,2020,2020B,5.0,5.0,11.06,2.21,transitorio
narino,haba,2021,2021A,7.0,6.0,18.58,3.1,transitorio
narino,haba,2021,2021B,5.0,4.5,13.94,3.1,transitorio
narino,haba,2022,2022A,6.5,5.0,15.5,3.1,transitorio
narino,haba,2022,2022B,7.0,6.8,21.08,3.1,transitorio
narino,haba,2023,2023A,7.0,6.5,10.07,1.55,transitorio
narino,haba,2023,2023B,6.0,7.0,9.6,1.37,transitorio
narino,haba,2024,2024A,5.0,4.5,6.97,1.55,transitorio
narino,haba,2024,2024B,4.0,4.0,5.49,1.37,transitorio
narino,lechuga,2020,2020A,4.0,3.0,150.0,50.0,transitorio
narino,lechuga,2021,2021A,3.0,3.0,140.0,46.67,transitorio
narino,lechuga,2022,2022A,3.0,3.0,138.0,46.0,transitorio
narino,lechuga,2023,2023A,3.0,3.0,138.0,46.0,transitorio
narino,lechuga,2024,2024A,2.0,2.0,40.0,20.0,transitorio
narino,maiz,2021,2021A,14.25,14.0,23.49,1.68,transitorio
narino,maiz,2021,2021B,10.0,10.0,16.78,1.68,transitorio
narino,maiz,2022,2022A,11.0,10.5,17.64,1.68,transitorio
narino,maiz,2022,2022B,9.0,8.5,14.28,1.68,transitorio
narino,maiz,2023,2023A,13.0,9.0,14.85,1.65,transitorio
narino,maiz,2023,2023B,10.0,13.0,15.6,1.2,transitorio
narino,maiz,2024,2024A,10.0,8.0,8.95,1.12,transitorio
narino,maiz,2024,2024B,6.0,8.0,8.5,1.06,transitorio
narino,maiz,2021,2021A,6.75,6.0,10.07,1.68,transitorio
narino,maiz,2021,2021B,9.0,9.0,15.1,1.68,transitorio
narino,maiz,2022,2022A,6.0,6.0,10.08,1.68,transitorio
narino,maiz,2022,2022B,7.0,7.0,11.76,1.68,transitorio
narino,maiz,2023,2023A,7.0,7.0,11.55,1.65,transitorio
narino,maiz,2023,2023B,7.5,7.0,8.4,1.2,transitorio
narino,maiz,2024,2024A,6.0,5.0,5.59,1.12,transitorio
narino,maiz,2024,2024B,5.0,5.0,5.31,1.06,transitorio
narino,maiz,2019,2019A,22.0,22.0,37.4,1.7,transitorio
narino,maiz,2019,2019B,20.0,20.0,34.0,1.7,transitorio
narino,maiz,2020,2020A,21.0,20.0,34.0,1.7,transitorio
narino,maiz,2020,2020B,20.0,20.0,34.0,1.7,transitorio
narino,papa,2019,2019A,40.0,39.0,312.0,8.0,transitorio
narino,papa,2019,2019B,26.0,24.0,192.0,8.0,transitorio
narino,papa,2020,2020A,65.0,60.0,480.0,8.0,transitorio
narino,papa,2020,2020B,37.0,35.0,280.0,8.0,transitorio
narino,papa,2021,2021A,80.0,75.0,750.0,10.0,transitorio
narino,papa,2021,2021B,42.0,41.0,451.0,11.0,transitorio
narino,papa,2022,2022A,50.0,48.0,720.0,15.0,transitorio
narino,papa,2022,2022B,45.0,43.0,645.0,15.0,transitorio
narino,papa,2023,2023A,60.0,60.0,900.0,15.0,transitorio
narino,papa,2023,2023B,55.0,55.0,660.0,12.0,transitorio
narino,papa,2024,2024A,50.0,40.0,600.0,15.0,transitorio
narino,papa,2024,2024B,40.0,0.0,0.0,0.0,transitorio
narino,papa,2019,2019A,500.0,490.0,8820.0,18.0,transitorio
narino,papa,2019,2019B,460.0,440.0,7920.0,18.0,transitorio
narino,papa,2020,2020A,430.0,390.0,7020.0,18.0,transitorio
narino,papa,2020,2020B,390.0,300.0,5400.0,18.0,transitorio
narino,papa,2021,2021A,435.0,430.0,7095.0,16.5,transitorio
narino,papa,2021,2021B,390.0,385.0,6160.0,16.0,transitorio
narino,papa,2022,2022A,400.0,390.0,8970.0,23.0,transitorio
narino,papa,2022,2022B,400.0,360.0,8280.0,23.0,transitorio
narino,papa,2023,2023A,500.0,400.0,8800.0,22.0,transitorio
narino,papa,2023,2023B,450.0,500.0,9000.0,18.0,transitorio
narino,papa,2024,2024A,450.0,430.0,8600.0,20.0,transitorio
narino,papa,2024,2024B,450.0,430.0,7740.0,18.0,transitorio
narino,repollo,2020,2020A,3.0,3.0,14.0,4.67,transitorio
narino,repollo,2020,2020B,2.0,2.0,14.0,7.0,transitorio
narino,repollo,2021,2021A,3.0,2.5,56.0,22.4,transitorio
narino,repollo,2021,2021B,2.5,2.5,67.5,27.0,transitorio
narino,repollo,2022,2022A,3.0,3.0,81.0,27.0,transitorio
narino,repollo,2022,2022B,2.0,2.0,54.0,27.0,transitorio
narino,repollo,2023,2023A,3.3,3.3,89.1,27.0,transitorio
narino,repollo,2023,2023B,2.0,2.0,54.0,27.0,transitorio
narino,repollo,2024,2024A,2.0,2.0,46.0,23.0,transitorio
narino,repollo,2024,2024B,1.2,1.2,24.0,20.0,transitorio
narino,ulluco,2020,2020A,3.0,2.0,4.0,2.0,transitorio
narino,ulluco,2020,2020B,2.0,2.0,4.0,2.0,transitorio
narino,ulluco,2021,2021A,4.0,3.5,8.75,2.5,transitorio
narino,ulluco,2021,2021B,2.0,1.0,3.0,3.0,transitorio
narino,ulluco,2022,2022A,2.0,2.0,5.0,2.5,transitorio
narino,ulluco,2022,2022B,1.0,1.0,2.5,2.5,transitorio
narino,ulluco,2023,2023A,1.7,1.0,5.0,5.0,transitorio
narino,ulluco,2023,2023B,1.0,1.7,4.25,2.5,transitorio
narino,ulluco,2024,2024A,1.3,1.0,4.0,4.0,transitorio
narino,ulluco,2024,2024B,0.6,0.9,2.25,2.5,transitorio
narino,zanahoria,2020,2020A,2.0,2.0,36.0,18.0,transitorio
narino,zanahoria,2021,2021A,3.0,3.0,75.0,25.0,transitorio
narino,zanahoria,2022,2022A,4.0,4.0,100.0,25.0,transitorio
narino,zanahoria,2023,2023A,5.0,5.0,125.0,25.0,transitorio
narino,zanahoria,2024,2024A,3.0,2.0,50.0,25.0,transitorio
narino,cebolla de rama,2022,2022A,5.25,5.25,105.0,20.0,transitorio
narino,cebolla de rama,2022,2022B,5.25,5.25,105.0,20.0,transitorio
narino,cebolla de rama,2023,2023A,5.25,5.25,105.0,20.0,transitorio
narino,cebolla de rama,2023,2023B,5.25,5.25,105.0,20.0,transitorio
narino,cebolla de rama,2024,2024A,5.0,4.25,93.5,22.0,transitorio
narino,cebolla de rama,2024,2024B,5.0,5.0,90.0,18.0,transitorio
narino,haba,2019,2019A,12.0,10.0,53.1,5.31,transitorio
narino,haba,2019,2019B,15.0,14.0,74.34,5.31,transitorio
narino,haba,2020,2020A,15.0,12.0,63.72,5.31,transitorio
narino,haba,2020,2020B,20.0,18.0,95.58,5.31,transitorio
narino,haba,2021,2021A,15.0,15.0,79.65,5.31,transitorio
narino,haba,2021,2021B,20.0,20.0,106.0,5.3,transitorio
narino,haba,2022,2022A,25.0,19.0,100.88,5.31,transitorio
narino,haba,2022,2022B,25.0,24.5,216.81,8.85,transitorio
narino,haba,2023,2023A,25.0,25.0,132.74,5.31,transitorio
narino,haba,2023,2023B,25.0,25.0,132.74,5.31,transitorio
narino,haba,2024,2024A,25.0,24.0,127.43,5.31,transitorio
narino,haba,2024,2024B,20.0,25.0,110.62,4.42,transitorio
narino,"hibias, ocas",2023,2023A,7.0,6.0,54.0,9.0,transitorio
narino,"hibias, ocas",2023,2023B,5.0,10.0,90.0,9.0,transitorio
narino,"hibias, ocas",2024,2024A,5.0,12.0,108.0,9.0,transitorio
narino,"hibias, ocas",2024,2024B,4.0,0.0,0.0,0.0,transitorio
narino,maiz,2021,2021A,18.0,18.0,27.0,1.5,transitorio
narino,maiz,2021,2021B,6.0,6.0,9.0,1.5,transitorio
narino,maiz,2022,2022A,0.0,9.0,12.58,1.4,transitorio
narino,maiz,2022,2022B,12.0,0.0,0.0,0.0,transitorio
narino,maiz,2023,2023A,0.0,12.0,18.0,1.5,transitorio
narino,maiz,2023,2023B,12.0,0.0,0.0,0.0,transitorio
narino,maiz,2024,2024A,0.0,12.0,19.2,1.6,transitorio
narino,maiz,2024,2024B,12.5,0.0,0.0,0.0,transitorio
narino,maiz,2021,2021A,9.0,9.0,13.5,1.5,transitorio
narino,maiz,2021,2021B,5.0,5.0,7.5,1.5,transitorio
narino,maiz,2019,2019A,20.0,18.0,27.0,1.5,transitorio
narino,maiz,2020,2020A,25.0,20.0,30.0,1.5,transitorio
narino,maiz,2020,2020B,10.0,9.0,13.5,1.5,transitorio
narino,nabo,2022,2022A,3.0,3.0,6.0,2.0,transitorio
narino,nabo,2024,2024A,1.0,0.0,0.0,0.0,transitorio
narino,otras hortalizas,2019,2019A,10.0,9.0,108.0,12.0,transitorio
narino,otras hortalizas,2019,2019B,10.0,9.0,108.0,12.0,transitorio
narino,otras hortalizas,2020,2020A,10.0,9.0,99.0,11.0,transitorio
narino,otras hortalizas,2020,2020B,10.0,9.0,99.0,11.0,transitorio
narino,otras hortalizas,2021,2021A,10.0,10.0,80.0,8.0,transitorio
narino,otras hortalizas,2021,2021B,10.0,10.0,110.0,11.0,transitorio
narino,otras raices y tuberculos,2022,2022A,6.0,0.0,0.0,0.0,transitorio
narino,otras raices y tuberculos,2022,2022B,10.0,0.0,0.0,0.0,transitorio
narino,papa,2019,2019A,30.0,20.0,240.0,12.0,transitorio
narino,papa,2019,2019B,20.0,19.0,228.0,12.0,transitorio
narino,papa,2020,2020A,25.0,20.0,180.0,9.0,transitorio
narino,papa,2020,2020B,30.0,24.0,264.0,11.0,transitorio
narino,papa,2021,2021A,18.0,18.0,144.0,8.0,transitorio
narino,papa,2021,2021B,22.0,22.0,176.0,8.0,transitorio
narino,papa,2022,2022A,65.0,22.0,220.0,10.0,transitorio
narino,papa,2022,2022B,123.0,64.0,640.0,10.0,transitorio
narino,papa,2023,2023A,66.0,123.0,1230.0,10.0,transitorio
narino,papa,2023,2023B,130.0,66.0,660.0,10.0,transitorio
narino,papa,2024,2024A,65.0,130.0,1300.0,10.0,transitorio
narino,papa,2024,2024B,110.0,30.0,240.0,8.0,transitorio
narino,papa,2019,2019A,230.0,210.0,4200.0,20.0,transitorio
narino,papa,2019,2019B,280.0,270.0,5400.0,20.0,transitorio
narino,papa,2020,2020A,600.0,100.0,2000.0,20.0,transitorio
narino,papa,2020,2020B,550.0,300.0,6000.0,20.0,transitorio
narino,papa,2021,2021A,400.0,400.0,7200.0,18.0,transitorio
narino,papa,2021,2021B,400.0,400.0,7200.0,18.0,transitorio
narino,papa,2022,2022A,460.0,395.0,7900.0,20.0,transitorio
narino,papa,2022,2022B,561.0,457.0,10054.0,22.0,transitorio
narino,papa,2023,2023A,405.0,561.0,12342.0,22.0,transitorio
narino,papa,2023,2023B,490.0,405.0,8910.0,22.0,transitorio
narino,papa,2024,2024A,520.0,405.0,8910.0,22.0,transitorio
narino,papa,2024,2024B,554.0,250.0,3750.0,15.0,transitorio
narino,quinua,2022,2022A,0.5,0.0,0.0,0.0,transitorio
narino,quinua,2022,2022B,0.0,0.5,0.7,1.4,transitorio
narino,quinua,2023,2023A,0.5,0.0,0.0,0.0,transitorio
narino,quinua,2023,2023B,0.0,0.5,0.75,1.5,transitorio
narino,quinua,2024,2024A,0.3,0.0,0.0,0.0,transitorio
narino,quinua,2024,2024B,0.0,0.3,0.45,1.5,transitorio
narino,rabano,2022,2022A,3.0,3.0,36.0,12.0,transitorio
narino,rabano,2022,2022B,3.0,3.0,36.0,12.0,transitorio
narino,rabano,2023,2023A,3.0,3.0,36.0,12.0,transitorio
narino,rabano,2023,2023B,3.0,3.0,36.0,12.0,transitorio
narino,rabano,2024,2024A,3.0,3.0,36.0,12.0,transitorio
narino,rabano,2024,2024B,3.0,3.0,30.0,10.0,transitorio
narino,remolacha,2022,2022A,4.0,4.0,24.0,6.0,transitorio
narino,remolacha,2022,2022B,4.0,4.0,24.0,6.0,transitorio
narino,remolacha,2023,2023A,4.0,4.0,20.0,5.0,transitorio
narino,remolacha,2023,2023B,4.0,4.0,24.0,6.0,transitorio
narino,remolacha,2024,2024A,5.0,5.0,32.5,6.5,transitorio
narino,remolacha,2024,2024B,5.5,5.0,30.0,6.0,transitorio
narino,repollo,2022,2022A,5.0,5.0,40.0,8.0,transitorio
narino,repollo,2022,2022B,5.0,5.0,40.0,8.0,transitorio
narino,repollo,2023,2023A,5.0,5.0,40.0,8.0,transitorio
narino,repollo,2023,2023B,5.0,5.0,40.0,8.0,transitorio
narino,repollo,2024,2024A,4.5,4.5,36.0,8.0,transitorio
narino,repollo,2024,2024B,5.0,5.0,35.0,7.0,transitorio
narino,ulluco,2019,2019A,10.0,8.0,40.0,5.0,transitorio
narino,ulluco,2020,2020A,10.0,9.0,45.0,5.0,transitorio
narino,ulluco,2020,2020B,5.0,5.0,25.0,5.0,transitorio
narino,ulluco,2021,2021A,10.0,10.0,50.0,5.0,transitorio
narino,ulluco,2021,2021B,5.0,5.0,25.0,5.0,transitorio
narino,ulluco,2022,2022A,9.0,8.0,48.0,6.0,transitorio
narino,ulluco,2022,2022B,10.0,4.0,28.0,7.0,transitorio
narino,ulluco,2023,2023A,6.0,10.0,70.0,7.0,transitorio
narino,ulluco,2023,2023B,5.0,10.0,70.0,7.0,transitorio
narino,ulluco,2024,2024A,6.0,11.0,77.0,7.0,transitorio
narino,ulluco,2024,2024B,5.0,0.0,0.0,0.0,transitorio
narino,yuca,2022,2022A,5.0,0.0,0.0,0.0,transitorio
narino,yuca,2023,2023A,5.0,5.0,40.0,8.0,transitorio
narino,yuca,2024,2024A,5.5,5.0,40.0,8.0,transitorio
narino,zanahoria,2022,2022A,1.3,1.3,13.0,10.0,transitorio
narino,zanahoria,2022,2022B,1.3,1.3,14.3,11.0,transitorio
narino,zanahoria,2023,2023A,1.3,1.3,14.3,11.0,transitorio
narino,zanahoria,2023,2023B,2.5,2.5,27.5,11.0,transitorio
narino,zanahoria,2024,2024A,1.5,1.5,16.5,11.0,transitorio
narino,zanahoria,2024,2024B,3.0,2.5,20.0,8.0,transitorio
narino,acelga,2019,2019A,3.0,3.0,15.0,5.0,transitorio
narino,acelga,2019,2019B,3.0,3.0,3.0,1.0,transitorio
narino,acelga,2020,2020A,2.0,2.0,2.0,1.0,transitorio
narino,acelga,2020,2020B,2.0,2.0,2.0,1.0,transitorio
narino,acelga,2021,2021A,2.5,2.5,2.5,1.0,transitorio
narino,acelga,2021,2021B,2.5,2.5,2.5,1.0,transitorio
narino,arracacha,2019,2019A,5.0,4.0,20.0,5.0,transitorio
narino,arracacha,2019,2019B,5.0,4.0,20.0,5.0,transitorio
narino,arracacha,2020,2020A,4.0,4.0,20.0,5.0,transitorio
narino,arracacha,2020,2020B,4.0,4.0,20.0,5.0,transitorio
narino,arracacha,2021,2021A,3.5,3.5,14.0,4.0,transitorio
narino,arracacha,2021,2021B,3.0,3.0,12.0,4.0,transitorio
narino,arracacha,2022,2022A,4.0,2.7,21.6,8.0,transitorio
narino,arracacha,2023,2023A,4.0,4.0,32.0,8.0,transitorio
narino,arracacha,2024,2024A,4.0,4.0,32.0,8.0,transitorio
narino,cebolla de rama,2019,2019B,3.0,3.0,6.0,2.0,transitorio
narino,cilantro,2019,2019A,2.0,2.0,6.0,3.0,transitorio
narino,cilantro,2019,2019B,2.0,2.0,6.0,3.0,transitorio
narino,frijol,2019,2019A,2.0,2.0,3.8,1.9,transitorio
narino,frijol,2019,2019B,8.0,2.0,3.8,1.9,transitorio
narino,frijol,2020,2020A,6.0,5.0,7.5,1.5,transitorio
narino,frijol,2020,2020B,6.0,6.0,7.0,1.17,transitorio
narino,frijol,2021,2021A,6.0,6.0,12.0,2.0,transitorio
narino,frijol,2021,2021B,6.0,6.0,12.0,2.0,transitorio
narino,frijol,2022,2022A,4.0,5.0,4.2,0.84,transitorio
narino,frijol,2022,2022B,6.0,3.0,3.78,1.26,transitorio
narino,frijol,2023,2023A,4.0,6.0,6.71,1.12,transitorio
narino,frijol,2023,2023B,4.0,4.0,3.92,0.98,transitorio
narino,frijol,2024,2024A,4.0,4.0,4.48,1.12,transitorio
narino,frijol,2024,2024B,4.0,4.0,3.92,0.98,transitorio
narino,maiz,2021,2021A,23.0,23.0,41.0,1.78,transitorio
narino,maiz,2021,2021B,23.0,23.0,41.0,1.78,transitorio
narino,maiz,2022,2022A,29.0,21.0,22.9,1.09,transitorio
narino,maiz,2022,2022B,29.0,27.0,31.71,1.17,transitorio
narino,maiz,2023,2023A,30.0,29.0,32.44,1.12,transitorio
narino,maiz,2023,2023B,30.0,30.0,30.2,1.01,transitorio
narino,maiz,2024,2024A,25.0,25.0,27.97,1.12,transitorio
narino,maiz,2024,2024B,29.0,25.0,25.17,1.01,transitorio
narino,maiz,2021,2021A,6.0,6.0,10.0,1.67,transitorio
narino,maiz,2021,2021B,6.0,6.0,10.0,1.67,transitorio
narino,maiz,2022,2022A,6.0,5.0,5.45,1.09,transitorio
narino,maiz,2022,2022B,6.0,4.0,3.13,0.78,transitorio
narino,maiz,2023,2023A,5.0,6.0,5.03,0.84,transitorio
narino,maiz,2023,2023B,5.0,5.0,3.92,0.78,transitorio
narino,maiz,2024,2024A,6.0,5.0,4.19,0.84,transitorio
narino,maiz,2024,2024B,6.0,5.0,3.92,0.78,transitorio
narino,maiz,2019,2019A,33.0,33.0,110.0,3.33,transitorio
narino,maiz,2019,2019B,33.0,33.0,110.0,3.33,transitorio
narino,maiz,2020,2020A,33.0,31.0,50.0,1.61,transitorio
narino,maiz,2020,2020B,33.0,31.0,50.0,1.61,transitorio
narino,"malanga, achin, yota, papa china, bore",2022,2022A,28.0,0.0,0.0,0.0,transitorio
narino,"malanga, achin, yota, papa china, bore",2022,2022B,27.0,0.0,0.0,0.0,transitorio
narino,"malanga, achin, yota, papa china, bore",2023,2023A,26.0,28.0,280.0,10.0,transitorio
narino,"malanga, achin, yota, papa china, bore",2023,2023B,20.0,27.0,243.0,9.0,transitorio
narino,"malanga, achin, yota, papa china, bore",2024,2024A,20.0,20.0,200.0,10.0,transitorio
narino,"malanga, achin, yota, papa china, bore",2024,2024B,27.0,20.0,180.0,9.0,transitorio
narino,mani,2019,2019A,12.0,10.0,15.0,1.5,transitorio
narino,mani,2019,2019B,12.0,10.0,15.0,1.5,transitorio
narino,mani,2020,2020A,13.0,13.0,21.0,1.62,transitorio
narino,mani,2020,2020B,13.0,13.0,21.0,1.62,transitorio
narino,mani,2021,2021A,10.0,10.0,16.0,1.6,transitorio
narino,mani,2021,2021B,10.0,10.0,16.0,1.6,transitorio
narino,mani,2022,2022A,11.0,11.0,17.27,1.57,transitorio
narino,mani,2022,2022B,11.0,11.0,18.7,1.7,transitorio
narino,mani,2023,2023A,12.0,12.0,21.6,1.8,transitorio
narino,mani,2023,2023B,9.0,0.0,0.0,0.0,transitorio
narino,mani,2024,2024A,10.0,10.0,18.0,1.8,transitorio
narino,mani,2024,2024B,10.0,0.0,0.0,0.0,transitorio
narino,otras hortalizas,2019,2019A,2.0,2.0,3.0,1.5,transitorio
narino,otras hortalizas,2019,2019B,3.0,3.0,3.0,1.0,transitorio
narino,otras hortalizas,2020,2020A,5.0,5.0,5.0,1.0,transitorio
narino,otras hortalizas,2020,2020B,5.0,5.0,5.0,1.0,transitorio
narino,otras hortalizas,2021,2021A,7.0,7.0,7.0,1.0,transitorio
narino,otras hortalizas,2021,2021B,7.0,7.0,7.0,1.0,transitorio
narino,otras hortalizas,2022,2022A,9.0,8.0,358.4,44.8,transitorio
narino,otras hortalizas,2022,2022B,9.0,7.5,20.25,2.7,transitorio
narino,otras hortalizas,2023,2023A,8.0,8.0,96.0,12.0,transitorio
narino,otras hortalizas,2023,2023B,6.0,6.0,54.0,9.0,transitorio
narino,otras hortalizas,2024,2024A,8.0,7.0,84.0,12.0,transitorio
narino,otras hortalizas,2024,2024B,7.0,7.0,63.0,9.0,transitorio
narino,yuca,2019,2019A,30.0,28.0,252.0,9.0,transitorio
narino,yuca,2019,2019B,31.0,30.0,260.0,8.67,transitorio
narino,yuca,2020,2020A,20.0,18.0,94.0,5.22,transitorio
